Xt,Yt,Zt,THETAt,Xf,Yf,Zf,THETAf
-0.3976931393632128,-0.3288482079757074,0.5,1.600248757922301,-0.518,-0.271,0.508,0.20000000000000018
-0.3843976240532162,-0.32582933375821305,0.499,1.6526086354821306,-0.516,-0.274,0.508,0.08000000000000007
-0.3776557269563201,-0.32300201906144027,0.499,1.6776977434795493,-0.511,-0.278,0.507,0.20000000000000018
-0.3711805058675627,-0.3218543425837172,0.5,1.7049685130419607,-0.506,-0.281,0.507,0.20000000000000018
-0.3569665623597057,-0.3157143946846063,0.5,1.7606008829492799,-0.496,-0.287,0.508,0.16000000000000014
-0.35036476118156684,-0.312949676307078,0.5,1.7856899909466986,-0.49,-0.29,0.508,0.2400000000000002
-0.34369783679936605,-0.3086956656769315,0.5,1.8140515912916062,-0.485,-0.293,0.508,0.20000000000000018
-0.33683452916436785,-0.30537248708804776,0.5,1.840231530071521,-0.48,-0.294,0.508,0.20000000000000018
-0.3294003629609382,-0.30192911750627316,0.5,1.8653206380689396,-0.474,-0.297,0.508,0.2400000000000002
-0.31672914869883556,-0.2934116053397297,0.5,1.9154988540637767,-0.462,-0.3,0.508,0.2400000000000002
-0.304003331706509,-0.2849177906985881,0.501,1.9667679008411103,-0.453,-0.302,0.507,0.1200000000000001
-0.2979449478087234,-0.27942957289917775,0.501,1.9918570088385283,-0.444,-0.302,0.507,0.3600000000000003
-0.2867632416247305,-0.26867876857773937,0.5,2.0431260556158617,-0.437,-0.303,0.507,0.28000000000000025
